TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2020,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,4,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2017,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,9,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2015,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,6,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2014,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,9,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2018,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,8,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2013,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,3,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2019,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,4,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2019,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,731,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2017,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,613,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2013,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,662,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2018,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,708,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,385,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2020,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,661,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,527,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,605,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2014,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,706,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2015,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,708,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,795,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,MEDIUM GRAIN,2016,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,665,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2014,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2015,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2013,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2017,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2020,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2019,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2016,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2018,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2019,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,33,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,29,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,27,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2018,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,40,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,35,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,35,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2014,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,36,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2013,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,46,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2016,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,42,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2015,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,37,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2020,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,40,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2017,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,38,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2016,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,43,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2018,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,41,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2015,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,38,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2014,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,37,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,30,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,36,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,28,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,36,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2020,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,41,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2017,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,39,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2013,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,47,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,SHORT GRAIN,2019,CROP YEAR (AUGUST-JULY),U.S. TOTAL,AREA PLANTED,34,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1311,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1441,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1160,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1459,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1104,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1448,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1546,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1076,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1436,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1211,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1486,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),ARKANSAS,AREA PLANTED,1161,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,516,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,467,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,254,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,517,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,567,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,445,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,541,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,445,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,407,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,503,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,506,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),CALIFORNIA,AREA PLANTED,429,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,440,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,437,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,418,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,480,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,420,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,473,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,400,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,422,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,468,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,420,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,466,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),LOUISIANA,AREA PLANTED,423,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,195,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,155,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,121,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,104,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,118,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,125,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,168,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,87,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,150,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,138,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,191,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),MISSISSIPPI,AREA PLANTED,115,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,225,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,189,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,157,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,182,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,199,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,205,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,219,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,225,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,236,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,216,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,159,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),MISSOURI,AREA PLANTED,169,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,184,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,195,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,133,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,195,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,190,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,148,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,149,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,150,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,145,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,195,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,173,THOUSAND ACRES
"State and U.S. rice area planted, by class and all rice, 2013 to present",1,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),TEXAS,AREA PLANTED,158,THOUSAND ACRES
